Unnamed: 0,code,date,preclose,open,high,low,close,tradestatus,volume,amount,class,ret,preopen,reto,close_f1,close_f2,close_f3,close_f4,close_f5,close_f10,ret_f1,ret_cf2,ret_cf3,ret_cf4,ret_cf5,ret_cf10,reto_f1,close_f20,close_f60,ret_cf20,ret_cf60,5_day_MA,20_day_MA,60_day_MA
1845227,000006.SZ,20100105,122.58,122.58,123.24,117.51,119.05,交易,131299.46,142031.4223,0,-2.879751998694731,124.9,-1.8574859887910389,119.38,118.39,121.26,118.06,123.24,123.13,0.2771944561108763,-0.5543889122217527,1.856362872742552,-0.831583368332629,3.51952960940781,3.427131457370851,-2.9694893131016484,112.11,130.08,-5.829483410331791,9.26501469970602,,,
10082548,000006.SZ,20100106,119.05,118.94,121.7,118.17,119.38,交易,138360.3,150037.7323,0,0.2771944561108763,122.58,-2.9694893131016484,118.39,121.26,118.06,123.24,119.27,117.84,-0.8292846372926745,1.5748031496063073,-1.1057128497235662,3.2333724241916566,-0.0921427374769638,-1.2899983246774938,0.5633092315453184,114.09,130.3,-4.431228011392187,9.147260847713198,,,
6881209,000006.SZ,20100107,119.38,119.61,120.82,116.85,118.39,交易,102246.2,110237.2296,0,-0.8292846372926745,118.94,0.5633092315453184,121.26,118.06,123.24,119.27,119.94,119.94,2.4241912323676025,-0.2787397584255413,4.09662978292085,0.7433060224681101,1.3092321986654254,1.3092321986654254,-1.3878438257670735,115.09,129.86,-2.7873975842554244,9.688318270124178,,,
3739338,000006.SZ,20100108,118.39,117.95,121.26,117.4,121.26,交易,89757.37,97512.1269,0,2.4241912323676025,119.61,-1.3878438257670735,118.06,123.24,119.27,119.94,122.25,115.31,-2.6389576117433635,1.6328550222661964,-1.6411017648029105,-1.0885700148441426,0.8164275111330982,-4.906811809335315,4.484951250529878,110.68,124.46,-8.725053603826487,2.638957611743352,,,
6591659,000006.SZ,20100111,121.26,123.24,123.24,117.62,118.06,交易,90467.25,97820.3591,0,-2.6389576117433635,117.95,4.484951250529878,123.24,119.27,119.94,122.25,123.9,113.21,4.387599525664911,1.0249025919024173,1.5924106386583057,3.549042859562932,4.9466373030662405,-4.108080636964263,-2.766958779617005,110.12,126.0,-6.725393867524986,6.725393867524986,119.228,,
6967823,000006.SZ,20100112,118.06,119.83,123.24,118.83,123.24,交易,269058.46,296197.2411,0,4.387599525664911,123.24,-2.766958779617005,119.27,119.94,122.25,123.9,123.13,108.58,-3.22135670236936,-2.6777020447906503,-0.8033106134371916,0.5355404089581393,-0.0892567348263546,-11.895488477766955,0.4589835600433924,109.35,126.55,-11.270691333982471,2.685816293411232,120.066,,
4091143,000006.SZ,20100113,123.24,120.38,121.81,119.05,119.27,交易,131979.86,143953.7178,0,-3.22135670236936,119.83,0.4589835600433924,119.94,122.25,123.9,123.13,117.84,109.24,0.5617506497862008,2.498532740840114,3.881948520164341,3.2363544898130288,-1.1989603420809865,-8.409491070679971,-0.1827546104003978,110.9,124.57,-7.01769095329923,4.443699169950531,120.044,,
634002,000006.SZ,20100114,119.27,120.16,120.49,117.62,119.94,交易,151667.31,163880.0598,0,0.5617506497862008,120.38,-0.1827546104003978,122.25,123.9,123.13,117.84,119.94,110.35,1.9259629814907475,3.3016508254127133,2.6596631649157896,-1.750875437718855,0.0,-7.995664498916128,0.4577230359520615,111.67,124.57,-6.8951142237785525,3.8602634650658634,120.354,,
6883080,000006.SZ,20100115,119.94,120.71,124.24,120.38,122.25,交易,163025.05,181116.2273,0,1.9259629814907475,120.16,0.4577230359520615,123.9,123.13,117.84,119.94,115.31,109.79,1.349693251533747,0.7198364008179922,-3.607361963190181,-1.8895705521472408,-5.67689161554192,-10.1922290388548,0.6378924695551407,111.78,112.44,-8.56441717791411,-8.024539877300615,120.552,,
2328818,000006.SZ,20100118,122.25,121.48,124.35,120.82,123.9,交易,119338.46,133363.6698,0,1.349693251533747,120.71,0.6378924695551407,123.13,117.84,119.94,115.31,113.21,113.32,-0.6214689265536806,-4.891041162227604,-3.196125907990321,-6.933010492332529,-8.627925746569824,-8.539144471347871,2.634178465591046,110.01,111.67,-11.210653753026634,-9.870863599677165,121.72,,
9029875,000006.SZ,20100119,123.9,124.68,125.01,122.25,123.13,交易,100400.2,112472.0119,0,-0.6214689265536806,121.48,2.634178465591046,117.84,119.94,115.31,113.21,108.58,112.11,-4.296272232599685,-2.5907577357264664,-6.351011126451712,-8.056525623324942,-11.816779014050187,-8.94989035978234,-0.5373756817452692,109.35,113.98,-11.19142369853001,-7.431170307804752,121.698,,
9393970,000006.SZ,20100120,123.13,124.01,124.24,117.51,117.84,交易,155251.77,169007.9288,0,-4.296272232599685,124.68,-0.5373756817452692,119.94,115.31,113.21,108.58,109.24,114.09,1.7820773930753515,-2.146978954514597,-3.929056347589961,-7.858112695179908,-7.298031228784801,-3.1822810590631363,-3.999677445367315,111.45,110.35,-5.422606924643584,-6.356076035302112,121.412,,
1565142,000006.SZ,20100121,117.84,119.05,121.15,117.51,119.94,交易,73027.95,78930.589,0,1.7820773930753515,124.01,-3.999677445367315,115.31,113.21,108.58,109.24,110.35,115.09,-3.860263465065864,-5.611138902784729,-9.471402367850592,-8.92112723028181,-7.995664498916128,-4.043688510922123,-1.1087778244435054,111.45,110.24,-7.078539269634814,-8.087377021844258,121.412,,
9336132,000006.SZ,20100122,119.94,117.73,119.61,112.55,115.31,交易,109124.74,115029.7459,0,-3.860263465065864,119.05,-1.1087778244435054,113.21,108.58,109.24,110.35,109.79,110.68,-1.821177694909382,-5.836440898447667,-5.264070765761865,-4.301448269881196,-4.7870956551903525,-4.015263203538284,-2.242419094538351,114.42,106.82,-0.7718324516520688,-7.36276125227648,120.024,,
10741484,000006.SZ,20100125,115.31,115.09,115.53,113.1,113.21,交易,52419.48,54267.1405,0,-1.821177694909382,117.73,-2.242419094538351,108.58,109.24,110.35,109.79,113.32,110.12,-4.089744722197682,-3.506757353590672,-2.526278597297058,-3.02093454641815,0.0971645614345017,-2.729440862114645,-1.3467720914067227,114.53,107.04,1.1659747372140337,-5.450048582280706,117.886,,
5499293,000006.SZ,20100126,113.21,113.54,113.98,107.59,108.58,交易,67568.14,67544.3918,0,-4.089744722197682,115.09,-1.3467720914067227,109.24,110.35,109.79,113.32,112.11,109.35,0.60784674894087,1.6301344630687014,1.114385706391608,4.36544483330263,3.2510591269110343,0.709154540431015,-3.8840937114673335,115.97,107.15,6.806041628292503,-1.317001289371885,114.976,,
9779097,000006.SZ,20100127,108.58,109.13,111.12,107.48,109.24,交易,55267.38,54948.0764,0,0.60784674894087,113.54,-3.8840937114673335,110.35,109.79,113.32,112.11,114.09,110.9,1.0161113145367993,0.5034785792750013,3.734895642621749,2.6272427682167745,4.439765653606745,1.5195898938118004,0.5039860716576664,116.3,106.38,6.462834126693521,-2.618088612229952,113.256,,
7840808,000006.SZ,20100128,109.24,109.68,111.01,108.36,110.35,交易,53230.7,53018.7977,0,1.0161113145367993,109.13,0.5039860716576664,109.79,113.32,112.11,114.09,115.09,111.67,-0.5074762120525492,2.691436338921612,1.5949252378794792,3.3892161304938915,4.2954236520163205,1.1961939284096126,0.0,114.64,104.94,3.887630267331225,-4.902582691436336,111.338,,
8400516,000006.SZ,20100129,110.35,109.68,112.11,108.58,109.79,交易,56173.54,56362.0954,0,-0.5074762120525492,109.68,0.0,113.32,112.11,114.09,115.09,110.68,111.78,3.215229073686116,2.113125056926854,3.916567993442023,4.827397759358774,0.8106384916659081,1.812551234174328,0.3008752735229743,114.53,97.23,4.317333090445391,-11.440021859914385,110.234,,
2479784,000006.SZ,20100201,109.79,110.01,114.64,107.59,113.32,交易,104481.05,104824.548,0,3.215229073686116,109.68,0.3008752735229743,112.11,114.09,115.09,110.68,110.12,110.01,-1.0677726791387168,0.6794917049064687,1.5619484645252475,-2.329685845393564,-2.823861630780082,-2.920931874338147,3.408781019907281,116.08,98.99,2.4355806565478337,-12.645605365337095,110.256,117.2725,
8567779,000006.SZ,20100202,113.32,113.76,114.98,111.89,112.11,交易,87133.45,90064.545,0,-1.0677726791387168,110.01,3.408781019907281,114.09,115.09,110.68,110.12,109.35,109.35,1.7661225582017697,2.658103648202662,-1.275532958701269,-1.7750423691017705,-2.4618678084024666,-2.4618678084024666,-1.0636427566807385,121.7,92.93,8.554098653108557,-17.108197306217104,110.962,116.9255,
7594893,000006.SZ,20100203,112.11,112.55,114.64,108.14,114.09,交易,67421.93,68649.4196,0,1.7661225582017697,113.76,-1.0636427566807385,115.09,110.68,110.12,109.35,110.9,111.45,0.8765010079761592,-2.9888684371986995,-3.4797090016653507,-4.154614777807002,-2.7960382154439456,-2.3139626610570607,0.6841403820524177,119.83,95.46,5.031115785783149,-16.329213778595854,111.932,116.66100000000002,
2545904,000006.SZ,20100204,114.09,113.32,119.05,112.11,115.09,交易,131975.38,138631.8769,0,0.8765010079761592,112.55,0.6841403820524177,110.68,110.12,109.35,110.9,111.67,111.45,-3.831783821357196,-4.318359544704143,-4.987401164306203,-3.640629072899468,-2.971587453297421,-3.1627422017551488,-0.3882809742322606,121.7,98.44,5.743331305934486,-14.46693891736902,112.88,116.49599999999998,
1756708,000006.SZ,20100205,115.09,112.88,113.1,109.68,110.68,交易,75387.97,76036.3019,0,-3.831783821357196,113.32,-0.3882809742322606,110.12,109.35,110.9,111.67,111.78,114.42,-0.5059631369714512,-1.201662450307203,0.1987712323816397,0.8944705457173787,0.9938561619081986,3.379110950487888,-0.9744861800141692,122.25,96.68,10.453559812070829,-12.64907842428623,113.058,115.967,
7989443,000006.SZ,20100208,110.68,111.78,111.78,109.57,110.12,交易,38463.87,38474.1355,0,-0.5059631369714512,112.88,-0.9744861800141692,109.35,110.9,111.67,111.78,110.01,114.53,-0.6992371957864241,0.7083181983290965,1.4075553941155077,1.507446422084995,-0.0998910279694873,4.004722121322191,-1.4850599391662165,124.01,98.0,12.613512531783508,-11.006175081729026,112.418,115.57,
2130604,000006.SZ,20100209,110.12,110.12,110.79,108.8,109.35,交易,45784.57,45542.4809,0,-0.6992371957864241,111.78,-1.4850599391662165,110.9,111.67,111.78,110.01,109.35,115.97,1.4174668495656255,2.121627800640153,2.2222222222222285,0.6035665294924654,0.0,6.053955189757663,0.1089720305121597,122.36,96.49,11.89757658893462,-11.76040237768633,111.866,114.8755,
4492859,000006.SZ,20100210,109.35,110.24,110.9,109.13,110.9,交易,38559.31,38528.9741,0,1.4174668495656255,110.12,0.1089720305121597,111.67,111.78,110.01,109.35,111.45,116.3,0.6943192064923318,0.793507664562665,-0.8025247971145181,-1.3976555455365296,0.4959422903516656,4.869251577998188,0.7982583454281655,127.87,93.98,15.302073940486924,-15.256988277727684,111.228,114.457,
11294976,000006.SZ,20100211,110.9,111.12,112.11,110.57,111.67,交易,53561.15,54190.4073,0,0.6943192064923318,110.24,0.7982583454281655,111.78,110.01,109.35,111.45,111.45,114.64,0.0985045222530665,-1.4865227903644636,-2.077549923882876,-0.1970090445061331,-0.1970090445061331,2.65962210083281,0.989920806335488,130.74,84.76,17.077102176054453,-24.097788125727583,110.544,114.0435,
4929957,000006.SZ,20100212,111.67,112.22,112.33,111.12,111.78,交易,41413.85,41972.283,0,0.0985045222530665,111.12,0.989920806335488,110.01,109.35,111.45,111.45,114.42,114.53,-1.5834675254965074,-2.173913043478267,-0.2952227589908734,-0.2952227589908734,2.361782071927,2.460189658257291,-0.3920869720192458,131.73,90.46,17.847557702630155,-19.0731794596529,110.764,113.51999999999998,
398713,000006.SZ,20100222,111.78,111.78,111.78,109.68,110.01,交易,46611.52,46628.3655,0,-1.5834675254965074,112.22,-0.3920869720192458,109.35,111.45,111.45,114.42,114.53,116.08,-0.5999454595036913,1.308971911644394,1.308971911644394,4.008726479410959,4.108717389328239,5.517680210889913,-1.6818751118267985,131.73,88.45,19.74365966730296,-19.59821834378693,110.742,112.8255,
6105728,000006.SZ,20100223,110.01,109.9,110.01,107.48,109.35,交易,39797.32,39191.2076,0,-0.5999454595036913,111.78,-1.6818751118267985,111.45,111.45,114.42,114.53,115.97,121.7,1.9204389574760024,1.9204389574760024,4.6364883401920505,4.737082761774127,6.053955189757663,11.294010059442169,-1.7015468607825337,128.86,86.94,17.84179240969366,-20.493827160493822,110.742,112.1365,
10649530,000006.SZ,20100224,109.35,108.03,111.56,108.03,111.45,交易,54574.92,54525.5319,0,1.9204389574760024,109.9,-1.7015468607825337,111.45,114.42,114.53,115.97,116.3,119.83,0.0,2.664872139973081,2.763571108120232,4.055630327501118,4.3517272319425695,7.5190668461193315,3.1657872813107484,129.86,90.46,16.51861821444595,-18.83355764917004,110.852,111.817,
5746889,000006.SZ,20100225,111.45,111.45,111.45,111.45,111.45,停牌,0.0,0.0,0,0.0,108.03,3.1657872813107484,114.42,114.53,115.97,116.3,114.64,121.7,2.664872139973081,2.763571108120232,4.055630327501118,4.3517272319425695,2.8622700762673823,9.196949304620906,2.763571108120232,129.09,96.32,15.82772543741588,-13.575594436967258,110.808,111.3925,
727956,000006.SZ,20100226,111.45,114.53,117.07,114.2,114.42,交易,194842.39,204052.2724,0,2.664872139973081,111.45,2.763571108120232,114.53,115.97,116.3,114.64,114.53,122.25,0.0961370389791989,1.3546582765250803,1.6430693934626774,0.1922740779583978,0.0961370389791989,6.84320922915574,-1.9208940888850108,131.18,93.48,14.647788848103485,-18.300996329313055,111.33599999999998,111.348,
4833773,000006.SZ,20100301,114.42,112.33,114.64,112.22,114.53,交易,98658.22,101525.0575,0,0.0961370389791989,114.53,-1.9208940888850108,115.97,116.3,114.64,114.53,116.08,124.01,1.2573124945429126,1.5454466078756623,0.0960447044442499,0.0,1.3533571989871624,8.277307255740858,1.9585150894685328,133.27,93.64,16.362525102593214,-18.23976250763992,112.24,111.414,
1893826,000006.SZ,20100302,114.53,114.53,116.85,113.1,115.97,交易,118934.42,124511.2481,0,1.2573124945429126,112.33,1.9585150894685328,116.3,114.64,114.53,116.08,121.7,122.36,0.2845563507803728,-1.146848322842113,-1.2417004397689038,0.0948521169267909,4.940932999913775,5.510045701474519,1.2573124945429126,132.5,93.98,14.253686298180565,-18.961800465637666,113.564,111.7835,
1002466,000006.SZ,20100303,115.97,115.97,116.3,113.65,116.3,交易,110922.62,115744.6412,0,0.2845563507803728,114.53,1.2573124945429126,114.64,114.53,116.08,121.7,119.83,127.87,-1.4273430782459129,-1.5219260533104009,-0.1891659501289758,4.643164230438526,3.0352536543422195,9.948409286328468,0.1897042338535818,131.95,92.81,13.456577815993114,-20.197764402407564,114.534,112.1365,
6405465,000006.SZ,20100304,116.3,116.19,121.26,114.09,114.64,交易,199893.6,214802.817,0,-1.4273430782459129,115.97,0.1897042338535818,114.53,116.08,121.7,119.83,121.7,130.74,-0.0959525471039771,1.256106071179342,6.158408932309841,4.527215631542217,6.158408932309841,14.043963712491284,-1.4286943798949967,135.04,91.47,17.794836008374034,-20.21109560362875,115.172,112.351,
1421983,000006.SZ,20100305,114.64,114.53,115.31,113.32,114.53,交易,65865.56,68409.1075,0,-0.0959525471039771,116.19,-1.4286943798949967,116.08,121.7,119.83,121.7,122.25,131.73,1.3533571989871624,6.260368462411597,4.627608486859336,6.260368462411597,6.740591984632847,15.01789924037369,0.777088972321663,134.93,88.45,17.811927006024625,-22.771326290055008,115.194,112.588,
10800898,000006.SZ,20100308,114.53,115.42,117.4,114.87,116.08,交易,74591.06,78656.0037,0,1.3533571989871624,114.53,0.777088972321663,121.7,119.83,121.7,122.25,124.01,131.73,4.84148862853205,3.23053066850448,4.84148862853205,5.315299793246039,6.8314955203308125,13.482081323225357,0.1906082134811981,132.72,91.3,14.334941419710544,-21.3473466574776,115.504,112.726,
7913307,000006.SZ,20100309,116.08,115.64,122.36,114.98,121.7,交易,274143.24,298836.0113,0,4.84148862853205,115.42,0.1906082134811981,119.83,121.7,122.25,124.01,122.36,128.86,-1.536565324568615,0.0,0.4519309778142951,1.8981101068200512,0.5423171733771541,5.883319638455227,4.859910065721207,130.08,90.46,6.885784716516031,-25.6696795398521,116.65,113.2055,
3190276,000006.SZ,20100310,121.7,121.26,121.37,118.5,119.83,交易,134132.98,145910.5177,0,-1.536565324568615,115.64,4.859910065721207,121.7,122.25,124.01,122.36,127.87,129.86,1.560544104147546,2.0195276641909388,3.4882750563298064,2.111324376199617,6.709505132270722,8.370191104064105,-1.1792841827478202,130.3,91.47,8.737377952098818,-23.666861386964868,117.356,113.4925,
10713454,000006.SZ,20100311,119.83,119.83,122.91,119.05,121.7,交易,169568.15,186751.1425,0,1.560544104147546,121.26,-1.1792841827478202,122.25,124.01,122.36,127.87,130.74,129.09,0.4519309778142951,1.8981101068200512,0.5423171733771541,5.069843878389484,7.428101889893186,6.072308956450288,1.6523408161562247,129.86,88.79,6.705012325390313,-27.041906327033686,118.768,113.823,
9066198,000006.SZ,20100312,121.7,121.81,126.0,120.6,122.25,交易,229918.29,256668.9786,0,0.4519309778142951,119.83,1.6523408161562247,124.01,122.36,127.87,130.74,131.73,131.18,1.439672801635996,0.089979550102249,4.597137014314932,6.944785276073628,7.754601226993857,7.304703476482623,0.993350299646986,124.46,88.62,1.807770961145189,-27.50920245398773,120.312,114.40149999999998,
5868480,000006.SZ,20100315,122.25,123.02,124.01,119.83,124.01,交易,146194.48,162190.6676,0,1.439672801635996,121.81,0.993350299646986,122.36,127.87,130.74,131.73,131.73,133.27,-1.3305378598500166,3.1126522054673003,5.426981695024598,6.225304410934589,6.225304410934589,7.467139746794617,0.894163550642179,126.0,92.81,1.6047092976372832,-25.15926134989114,121.898,115.096,
3957813,000006.SZ,20100316,124.01,124.12,126.55,120.71,122.36,交易,180311.52,203130.1485,0,-1.3305378598500166,123.02,0.894163550642179,127.87,130.74,131.73,131.73,128.86,132.5,4.503105590062115,6.84864334749919,7.657731284733566,7.657731284733566,5.312193527296514,8.287021902582543,2.7553980019336137,126.55,90.96,3.4243216737495894,-25.66198103955541,122.03,115.7465,
4703068,000006.SZ,20100317,122.36,127.54,129.64,125.67,127.87,交易,358581.74,414970.5922,0,4.503105590062115,124.12,2.7553980019336137,130.74,131.73,131.73,128.86,129.86,131.95,2.2444670368342883,3.0186908579025458,3.0186908579025458,0.7742238210682796,1.5562680847736052,3.1907405959177164,0.3449898071193333,124.57,91.3,-2.580746070227584,-28.59935872370377,123.638,116.595,
6809938,000006.SZ,20100318,127.87,127.98,132.72,127.87,130.74,交易,278404.36,329860.7445,0,2.2444670368342883,127.54,0.3449898071193333,131.73,131.73,128.86,129.86,129.09,135.04,0.7572280862780943,0.7572280862780943,-1.4379684870735776,-0.6730916322472047,-1.2620468104635196,3.2889704757533904,2.5003906860446965,124.57,91.8,-4.719290194278733,-29.78430472693897,125.446,117.5485,
5659697,000006.SZ,20100319,130.74,131.18,132.83,129.53,131.73,交易,167829.13,199688.7061,0,0.7572280862780943,127.98,2.5003906860446965,131.73,128.86,129.86,129.09,131.18,134.93,0.0,-2.178698853715916,-1.4195703332574026,-2.004099294010466,-0.4175206862521696,2.4292112654672566,0.3354169842963849,112.44,91.97,-14.643589159644725,-30.182949973430496,127.342,118.546,
9252653,000006.SZ,20100322,131.73,131.62,133.94,131.18,131.73,交易,129508.98,155296.6284,0,0.0,131.18,0.3354169842963849,128.86,129.86,129.09,131.18,133.27,132.72,-2.178698853715916,-1.4195703332574026,-2.004099294010466,-0.4175206862521696,1.1690579215061263,0.7515372352539355,0.0835739249354089,111.67,97.5,-15.228118120397776,-25.98496925529492,128.88600000000002,119.632,
1023066,000006.SZ,20100323,131.73,131.73,131.73,128.53,128.86,交易,153551.97,180121.9101,0,-2.178698853715916,131.62,0.0835739249354089,129.86,129.09,131.18,133.27,132.5,130.08,0.7760360080707744,0.1784882818562701,1.8004035387241912,3.4223187955921124,2.824771069377608,0.9467639298463438,-1.8370910195095933,113.98,97.16,-11.54741580009313,-24.60034145584356,130.186,120.6075,
10531560,000006.SZ,20100324,128.86,129.31,130.63,128.98,129.86,交易,109607.48,129207.4661,0,0.7760360080707744,131.73,-1.8370910195095933,129.09,131.18,133.27,132.5,131.95,130.3,-0.5929462498074928,1.0164792853842546,2.625904820576002,2.032958570768509,1.6094255351917257,0.3388264284614182,0.4253344675585889,110.35,97.16,-15.02387186200525,-25.180964115201,130.584,121.528,
10402663,000006.SZ,20100325,129.86,129.86,130.85,128.31,129.09,交易,86157.07,101250.5177,0,-0.5929462498074928,129.31,0.4253344675585889,131.18,133.27,132.5,131.95,135.04,129.86,1.619025486094975,3.23805097218995,2.6415678983654787,2.2155085599194244,4.609187388643573,0.5964830738244714,-0.2541198213460746,110.24,97.5,-14.602215508559926,-24.471299093655592,130.254,122.41,
6198814,000006.SZ,20100326,129.09,129.53,132.28,128.53,131.18,交易,100695.81,119450.0569,0,1.619025486094975,129.86,-0.2541198213460746,133.27,132.5,131.95,135.04,134.93,124.46,1.5932306754078391,1.0062509528891548,0.5869797225186627,2.942521725872835,2.8586674797987497,-5.12273212379937,1.2738361769474298,106.82,95.99,-18.569903948772687,-26.82573563043148,130.144,123.248,
5839788,000006.SZ,20100329,131.18,131.18,133.83,130.74,133.27,交易,151113.28,181457.4404,0,1.5932306754078391,129.53,1.2738361769474298,132.5,131.95,135.04,134.93,132.72,126.0,-0.5777744428603663,-0.9904704734749168,1.328130862159512,1.2455916560366147,-0.4126960306145504,-5.455091168304952,1.509376429333732,107.04,94.15,-19.68184887821716,-29.35394312298342,130.452,124.18500000000002,
3966371,000006.SZ,20100330,133.27,133.16,133.27,131.51,132.5,交易,91138.34,109318.6757,0,-0.5777744428603663,131.18,1.509376429333732,131.95,135.04,134.93,132.72,130.08,126.55,-0.4150943396226501,1.9169811320754653,1.8339622641509483,0.1660377358490557,-1.826415094339613,-4.490566037735851,-0.2478221688194533,107.15,88.45,-19.13207547169811,-33.24528301886792,131.18,125.0115,
4453850,000006.SZ,20100331,132.5,132.83,133.27,131.4,131.95,交易,74291.69,89180.2449,0,-0.4150943396226501,133.16,-0.2478221688194533,135.04,134.93,132.72,130.08,130.3,124.57,2.341796134899586,2.258431223948479,0.5835543766578327,-1.4172034861689855,-1.2504736642667509,-5.593027661993176,-0.5796883234209216,106.38,86.44,-19.378552482000757,-34.490337248957935,131.598,125.794,
8608184,000006.SZ,20100401,131.95,132.06,135.59,131.95,135.04,交易,131489.1,160448.5171,0,2.341796134899586,132.83,-0.5796883234209216,134.93,132.72,130.08,130.3,129.86,124.57,-0.081457345971553,-1.718009478672981,-3.6729857819905054,-3.51007109004738,-3.835900473933633,-7.753258293838863,2.9229138270483,104.94,85.77,-22.28969194312796,-36.485485781990526,132.788,126.814,
8306274,000006.SZ,20100402,135.04,135.92,138.46,134.6,134.93,交易,151932.19,187963.9164,0,-0.081457345971553,132.06,2.9229138270483,132.72,130.08,130.3,129.86,124.46,112.44,-1.6378863114207425,-3.59445638479211,-3.4314088786778294,-3.757503890906391,-7.759579040984224,-16.667901875046326,-0.4855797527957597,97.23,89.96,-27.94041354776551,-33.328392499814726,133.53799999999998,127.83400000000002,
7740775,000006.SZ,20100406,134.93,135.26,136.47,131.4,132.72,交易,158979.34,191891.5549,0,-1.6378863114207425,135.92,-0.4855797527957597,130.08,130.3,129.86,124.46,126.0,111.67,-1.989150090415903,-1.8233875828812445,-2.154912597950561,-6.223628691983126,-5.063291139240506,-15.860458107293548,-2.365813987875195,98.99,90.13,-25.41440626883665,-32.090114526823385,133.428,128.666,119.55483333333332
4546596,000006.SZ,20100407,132.72,132.06,132.17,128.31,130.08,交易,194172.78,228494.5898,0,-1.989150090415903,135.26,-2.365813987875195,130.3,129.86,124.46,126.0,126.55,113.98,0.1691266912669117,-0.1691266912669117,-4.320418204182055,-3.1365313653136626,-2.713714637146383,-12.376998769987706,-1.582613963349995,92.93,91.63,-28.55934809348093,-29.55873308733089,132.94400000000002,129.08499999999998,119.73866666666666
4313366,000006.SZ,20100408,130.08,129.97,130.74,128.98,130.3,交易,85390.56,100737.4485,0,0.1691266912669117,132.06,-1.582613963349995,129.86,124.46,126.0,126.55,124.57,110.35,-0.337682271680735,-4.481964696853429,-3.300076745970845,-2.877973906369926,-4.397544128933244,-15.310821181887963,0.4231745787489508,95.46,93.64,-26.73829623944744,-28.1350729086723,132.61399999999998,129.6085,119.92066666666666
